word,core_level,advanced_level
angiotensin,c2,c2
angle,a2,b2
angled,a2,a2
angler,a2,a2
anglican,b2,b2
anglicized,c1,c1
angling,a2,a2
anglo,b2,b2
anglophile,c1,c1
anglophone,c1,c1
angolan,c1,c1
angora,b1,b1
angrily,a2,a2
angry,a1,a1
angst,b2,b2
angstrom,c1,c1
anguish,b2,b2
anguished,b2,b2
anguishing,b2,b2
angular,b1,b1
angularity,c1,c1
angulation,c1,c1
anhydride,c1,c1
anhydrous,c1,c1
ani,c2,c2
anima,c2,c2
animal,a1,a1
animalistic,b2,b2
animality,c1,c1
animate,b1,b1
animated,a2,a2
animatedly,b1,b1
animating,b2,b2
animation,a2,b2
animator,b1,b1
animatronic,b2,b2
animatronics,b2,b2
anime,a2,a2
animism,c1,c1
animist,c1,c1
animistic,c1,c1
animosity,b2,b2
animus,c1,c1
anion,b2,b2
anise,b1,b1
anisette,b2,b2
anisotropic,c1,c1
anisotropy,c1,c1
ankh,b1,b1
ankle,a2,a2
anklet,a2,a2
annal,c1,c1
anneal,b2,b2
annealing,b2,b2
annex,b1,b1
annexation,b2,b2
annexed,b2,b2
annihilate,b2,b2
annihilation,b2,b2
anniversary,b2,b2
annotate,b2,b2
annotated,b2,b2
annotation,b2,b2
announce,b1,b1
announced,a2,a2
announcement,b1,b1
annoy,b1,b1
annoyance,a2,a2
annoyed,b1,b1
annoying,b1,b1
annoyingly,b1,b1
annual,b2,b2
annualized,b2,b2
annually,b2,b2
annuity,b2,b2
annul,b2,b2
annular,c1,c1
annulment,b2,b2
annulus,c1,c1
annunciation,b2,b2
anode,b2,b2
anodized,b2,b2
anodyne,c1,c1
anoint,b2,b2
anointed,b2,b2
anointing,b2,b2
anointment,c1,c1
anole,c1,c1
anomalous,b2,b2
anomalously,c1,c1
anomaly,b2,b2
anomic,c1,c1
anomie,c1,c1
anon,a2,a2
anonymity,b2,b2
anonymous,c1,c1
anonymously,b2,b2
anorak,b1,b1
anorectal,c1,c1
anorexia,b2,b2
anorexic,b2,b2
another,a1,a1
anova,c1,c1
anoxia,c1,c1
anoxic,c1,c1
answer,a1,a1
answerable,b1,b1
answered,a2,a2
answering,a2,a2
ant,a1,a1
antacid,b1,b1
antagonism,b2,b2
antagonist,b2,b2
antagonistic,b2,b2
antagonize,b2,b2
antarctic,b1,b1
ante,c1,c1
anteater,a2,a2
antebellum,c1,c1
antecedent,b2,b2
antechamber,c1,c1
antedate,c1,c1
antediluvian,c1,c1
antelope,a2,a2
antenatal,b2,b2
antenna,a2,a2
anterior,c1,c1
anteriorly,c1,c1
anteroom,c1,c1
anteroposterior,c1,c1
anthem,b1,b1
anthemic,c1,c1
anther,c1,c1
anthill,a2,a2
anthocyanin,c1,c1
anthologist,c1,c1
anthologize,c1,c1
anthology,b2,b2
anthracite,b2,b2
anthrax,b2,b2
anthropic,c1,c1
anthropocentric,c1,c1
anthropocentrism,c1,c1
anthropogenic,c1,c1
anthropoid,c1,c1
anthropological,c1,c1
anthropologically,c2,c2
anthropologist,c1,c1
anthropology,b2,b2
anthropometric,c1,c1
anthropometry,c1,c1
anthropomorphic,c1,c1
anthropomorphism,c1,c1
anthropomorphize,c2,c2
anthurium,c1,c1
anti,a2,a2
antiaircraft,b2,b2
antibacterial,b2,b2
antibiotic,a2,a2
antibody,b2,b2
antic,c1,c1
antichrist,b2,b2
anticipate,b2,b2
anticipated,b1,b1
anticipation,b1,b1
anticipatory,c1,c1
anticlimactic,c1,c1
anticlimax,b2,b2
anticline,c1,c1
anticoagulant,c1,c1
anticoagulation,c1,c1
anticonvulsant,c1,c1
antics,b2,b2
antidepressant,b2,b2
antidote,b1,b1
antifeminist,c1,c1
antifreeze,a2,a2
antifungal,b2,b2
antigen,b2,b2
antigenic,c1,c1
antigravity,c1,c1
antiguan,c1,c1
antihistamine,a2,a2
antihydrogen,c2,c2
antihypertensive,c1,c1
antillean,c1,c1
antimacassar,c2,c2
antimalarial,b2,b2
antimatter,c1,c1
antimicrobial,b2,b2
antimony,c1,c1
antineutrino,c2,c2
antinomian,c2,c2
antinomy,c2,c2
antioxidant,b2,b2
antiparticle,c1,c1
antipasto,b2,b2
antipathetic,c1,c1
antipathy,b2,b2
antiperspirant,a2,a2
antipode,c1,c1
antiproton,c1,c1
antiquarian,c1,c1
antiquark,c2,c2
antiquary,c1,c1
antiquated,b1,b1
antique,a2,a2
antiqued,c1,c1
antiquity,b2,b2
antiseptic,a2,a2
antiserum,c1,c1
antisocial,b2,b2
antiterrorism,b2,b2
antithesis,c1,c1
antithetical,c1,c1
antitoxin,c1,c1
antitype,c2,c2
antivenin,c1,c1
antiviral,b2,b2
antler,b1,b1
antlered,c1,c1
antonym,b2,b2
antrum,c1,c1
antsy,b1,b1
anus,c1,c1
anvil,a2,a2
anxiety,b2,b2
anxious,b2,b2
anxiously,b1,b1
anxiousness,b1,b1
any,a2,a2
anybody,a2,a2
anyhow,a2,a2
anymore,a2,a2
anyone,a1,a1
anyplace,a2,a2
anything,a1,a1
anyway,a2,a2
anywhere,a2,a2
aorta,b2,b2
aortic,c1,c1
apace,c1,c1
apache,b1,b1
apart,b1,b1
apartheid,b2,b2
apartment,a1,a1
apartness,c1,c1
apathetic,b2,b2
apathy,b2,b2
apatosaurus,c1,c1
ape,a2,a2
aperitif,b2,b2
aperture,b2,b2
apex,b2,b2
aphasia,c1,c1
aphasic,c1,c1
aphelion,c1,c1
aphid,c1,c1
aphorism,c1,c1
aphoristic,c1,c1
aphrodisiac,b2,b2
apiary,c1,c1
apical,c1,c1
apiece,a2,a2
aplastic,c1,c1
aplenty,b1,b1
aplomb,b2,b2
apnea,b2,b2
apnoea,b2,b2
apocalypse,b2,b2
apocalyptic,b2,b2
apochromatic,c2,c2
apocryphal,c1,c1
apogee,c1,c1
apolitical,b2,b2
apollonian,c2,c2
apologetic,b2,b2
apologetically,c1,c1
apologetics,c1,c1
apologia,c1,c1
apologist,c1,c1
apologize,b1,b1
apology,a2,b2
apophatic,c2,c2
apoplectic,c1,c1
apoplexy,c1,c1
apoptosis,c1,c1
apoptotic,c1,c1
aporia,c2,c2
apostasy,c1,c1
apostate,b2,b2
apostle,b2,b2
apostolate,c1,c1
apostolic,c1,c1
apostrophe,a2,a2
apothecary,c1,c1
apotheosis,c1,c1
apotropaic,c2,c2
app,a2,a2
appalachian,b2,b2
appall,b1,b1
appalled,b1,b1
appalling,b1,b1
appallingly,b2,b2
apparat,c1,c1
apparatchik,c1,c1
apparatus,b2,c1
apparel,b1,b1
apparent,b2,b2
apparently,b2,b2
apparition,b2,b2
appeal,b2,b2
appealing,c1,c1
appealingly,b2,b2
appear,a2,a2
appearance,a2,a2
appease,b2,b2
appeasement,b2,b2
appeaser,b2,b2
appellant,c1,c1
appellate,c1,c1
appellation,c1,c1
append,b1,b1
appendage,b2,b2
appendectomy,b2,b2
appendicitis,b2,b2
apperception,c2,c2
appetite,b2,c1
appetitive,c1,c1
appetizer,a2,a2
appetizing,a2,a2
appian,c1,c1
applaud,b2,c1
applauded,a2,a2
applause,a2,a2
apple,a1,a1
applesauce,a2,a2
applet,a2,a2
applewood,a2,a2
appliance,a2,a2
applicability,b2,b2
applicable,b2,c1
applicant,b2,b2
application,b1,b1
applicator,b2,b2
applied,b1,b1
applique,b2,b2
appliqued,b2,b2
apply,a2,a2
appoint,b2,c1
appointed,b1,b1
appointee,b2,b2
appointive,c1,c1
appointment,b1,b1
apportion,b2,b2
apportionment,b2,b2
apposite,c1,c1
apposition,c1,c1
appraisal,b2,b2
appraise,b2,b2
appraised,b2,b2
appraiser,b2,b2
appraising,b2,b2
appreciable,b2,b2
appreciably,b2,b2
appreciate,b1,b1
appreciated,b1,b1
appreciating,b1,b1
appreciation,b2,c1
appreciative,b1,b1
appreciatively,b2,b2
appreciator,c1,c1
apprehend,b2,b2
apprehension,b2,b2
apprehensive,b2,b2
apprehensively,b2,b2
apprentice,a2,a2
apprenticeship,a2,a2
apprise,c1,c1
approach,a2,b2
approachability,c1,c1
approachable,b2,b2
approaching,b1,b1
approbation,c1,c1
appropriate,a2,b2
appropriated,b2,b2
appropriately,a2,b2
appropriateness,b2,b2
appropriation,b2,b2
appropriator,c1,c1
approval,a2,b2
approve,a2,b2
approved,b1,b1
approving,b1,b1
approvingly,b2,b2
approximate,b1,b1
approximately,b1,b1
approximation,b2,b2
appurtenance,c1,c1
appy,a2,a2
apricot,a1,a1
april,a1,a1
apron,a1,a1
aproned,a2,a2
apropos,b2,b2
apse,c1,c1
apt,b1,b1
aptitude,b2,b2
aptly,b2,b2
aptness,b2,b2
aquaculture,b2,b2
aquamarine,a2,a2
aquanaut,c1,c1
aquarium,a2,a2
aquatic,a2,a2
aquatint,c1,c1
aquavit,c1,c1
aqueduct,b2,b2
aqueous,b2,b2
aquifer,b2,b2
arab,a2,a2
arabesque,b2,b2
arabian,a2,a2
arabic,a2,a2
arabica,b2,b2
arable,b2,b2
arachnid,b2,b2
aragonese,c2,c2
aramaic,c2,c2
arb,c1,c1
arbiter,c1,c1
arbitrage,c1,c1
arbitrageur,c2,c2
arbitral,c1,c1
arbitrarily,b2,b2
arbitrariness,c1,c1
arbitrary,b2,c1
arbitrate,b2,b2
arbitration,b2,b2
arbitrator,b2,b2
arboreal,b2,b2
arborist,b2,b2
arborvitae,c1,c1
arc,a2,a2
arcade,a2,a2
arcadian,c1,c1
arcana,c1,c1
arcane,c1,c1
arch,a2,a2
archaeoastronomy,c2,c2
archaeological,b2,b2
archaeologically,c1,c1
archaeologist,b2,b2
archaeology,b2,b2
archaic,b2,b2
archaism,c1,c1
archangel,b2,b2
archdeacon,c1,c1
archdiocesan,c1,c1
archdiocese,c1,c1
archduke,c1,c1
arched,a2,a2
archenemy,b2,b2
archeological,b2,b2
archeologist,b2,b2
archeology,b2,b2
archery,a2,a2
archetypal,c1,c1
archetype,c1,c1
archetypical,c1,c1
archimedean,c1,c1
arching,a2,a2
archipelago,b2,b2
architect,a2,a2
architected,b2,b2
architectonic,c1,c1
architectural,b2,c1
architecturally,b2,b2
architecture,b2,a2
architrave,c1,c1
archival,b2,b2
archive,b2,c1
archived,b2,b2
archiving,b2,b2
archivist,b2,b2
archly,c1,c1
archrival,c1,c1
archway,a2,a2
arcing,b2,b2
arcminute,c1,c1
arcsecond,c1,c1
arctic,a2,a2
ardent,b2,b2
ardently,b2,b2
ardor,b2,b2
arduous,b2,b2
arduously,b2,b2
area,a1,a1
areal,b2,b2
areawide,b2,b2
arena,b2,c1
areola,c1,c1
argentine,a2,a2
argentinean,a2,a2
argentinian,a2,a2
arginine,c1,c1
argon,b2,b2
argot,c1,c1
arguable,b1,b1
arguably,b2,c1
argue,a2,a2
argument,a2,a2
argumentation,b2,b2
argumentative,b1,b1
aria,b2,b2
arian,c1,c1
arid,b1,b1
aridity,b2,b2
aright,a2,a2
arise,b2,b2
aristocracy,b2,b2
aristocrat,b2,b2
aristocratic,b2,b2
aristotelian,c1,c1
arithmetic,a2,a2
arithmetical,b2,b2
arithmetically,b2,b2
arm,a1,c1
armada,b2,b2
armadillo,a2,a2
armament,b2,b2
armamentarium,c2,c2
armature,b2,b2
armband,a2,a2
armchair,a2,a2
armed,b2,b2
armenian,a2,a2
armful,a2,a2
armhole,a2,a2
arming,b2,b2
armistice,b2,b2
armless,a2,a2
armlet,b2,b2
armload,a2,a2
armoire,b2,b2
armor,b2,b2
armored,b2,b2
armorer,b2,b2
armory,b2,b2
armour,b2,b2
armoured,b2,b2
armpit,a2,a2
armrest,a2,a2
arms,b2,b2
army,a2,a2
arnica,b2,b2
aroma,a2,a2
aromatherapy,b2,b2
aromatic,b2,b2
around,a1,a1
arousal,b2,b2
arouse,b2,b2
aroused,b2,b2
arousing,b2,b2
arpeggio,c1,c1
arraign,c1,c1
arraignment,c1,c1
arrange,a2,a2
arranged,a2,a2
arrangement,a2,a2
arranger,b2,b2
arrant,c1,c1
array,b2,c1
arrayed,b2,b2
arrest,b1,b1
arrested,a2,a2
arrestee,b2,b2
arresting,b2,b2
arrestingly,c1,c1
arrhythmia,c1,c1
arrhythmic,c1,c1
arrival,b1,b1
arrive,a1,a1
arriving,a1,a1
arriviste,c1,c1
arrogance,b2,b2
arrogant,b2,b2
arrogantly,b2,b2
arrogate,c1,c1
arrondissement,c2,c2
arrow,a2,b2
arrowhead,a2,a2
arrowroot,b2,b2
arse,a2,a2
arsenal,b2,b2
arsenate,c1,c1
arsenic,b2,b2
arsenide,c1,c1
arson,b2,b2
arsonist,b2,b2
art,a1,a1
artefact,b2,b2
arterial,b2,b2
arteriography,c2,c2
arteriosclerosis,c1,c1
arteriovenous,c1,c1
artery,b2,b2
artesian,b2,b2
artful,b2,b2
artfully,b2,b2
artfulness,b2,b2
arthritic,b2,b2
arthritis,b2,b2
arthroplasty,c1,c1
arthropod,b2,b2
arthroscopy,c1,c1
arthurian,b2,b2
artichoke,a2,a2
article,a1,a1
articular,c1,c1
articulate,b2,c1
articulated,b2,b2
articulately,c1,c1
articulateness,c1,c1
articulation,b2,b2
articulator,c1,c1
articulatory,c2,c2
artifact,b2,b2
artifactual,c1,c1
artifice,c1,c1
artificer,c1,c1
artificial,a2,b2
artificiality,c1,c1
artificially,b2,b2
artillery,b2,b2
artilleryman,b2,b2
artisan,b2,b2
artisanal,b2,b2
artist,a1,a1
artiste,c1,c1
artistic,a2,b2
artistically,b2,b2
artistry,b2,b2
artless,b2,b2
artlessly,b2,b2
artsy,b2,b2
artwork,a2,b2
arty,b2,b2
arugula,a2,a2
arum,c1,c1
aryan,c1,c1
arytenoid,c2,c2
as,a2,a2
asbestos,b2,b2
asbestosis,c1,c1
ascend,b2,b2
ascendance,c1,c1
ascendancy,c1,c1
ascendant,c1,c1
ascendency,c1,c1
ascender,c1,c1
ascending,b2,b2
ascension,b2,b2
ascent,b2,b2
ascertain,b2,b2
ascertainable,c1,c1
ascetic,c1,c1
asceticism,c1,c1
ascites,c1,c1
ascribe,b2,b2
ascribed,b2,b2
ascription,c1,c1
ascriptive,c1,c1
aseptic,b2,b2
aseptically,c1,c1
asexual,b2,b2
asexually,b2,b2
ash,b2,c1
ashamed,a2,b2
ashen,b2,b2
ashkenazi,c2,c2
ashkenazic,c2,c2
ashore,a2,a2
ashram,b2,b2
ashtray,a2,a2
ashy,b2,b2
asian,a2,a2
asiatic,c1,c1
aside,a2,b2
asinine,b2,b2
ask,a1,a1
askance,c1,c1
askari,c2,c2
askew,a2,a2
asking,a1,a1
aslant,b2,b2
asleep,a2,a2
asocial,b2,b2
asparagus,a2,a2
aspartame,b2,b2
aspect,a2,b2
aspergillosis,c1,c1
asperity,c1,c1
aspersion,c1,c1
asphalt,a2,a2
asphyxia,c1,c1
asphyxiate,c1,c1
asphyxiation,c1,c1
aspic,c1,c1
aspirant,b2,b2
aspirate,c1,c1
aspirated,c1,c1
aspiration,b2,c1
aspirational,c1,c1
aspire,b2,c1
aspirin,a2,a2
aspiring,b2,b2
ass,a2,a2
assail,c1,c1
assailant,c1,c1
assassin,b2,b2
assassinate,b2,b2
assassinated,b2,b2
assassination,b2,c1
assault,b2,c1
assaulted,b2,b2
assaultive,c1,c1
assay,c1,c1
assayer,c1,c1
assemblage,c1,c1
assemble,b2,c1
assembled,b2,b2
assembler,b2,b2
assembling,b2,b2
assembly,b2,c1
assemblywoman,b2,b2
assent,b2,b2
assert,b2,c1
asserted,b2,b2
assertion,b2,c1
assertive,b2,b2
assertively,b2,b2
assertiveness,b2,b2
assess,b2,b2
assessable,b2,b2
assessed,b2,b2
assessing,b2,b2
assessment,b2,b2
assessor,b2,b2
asset,a2,b2
asshole,a2,a2
assiduous,c1,c1
assiduously,c1,c1
assign,a2,b2
assignation,c1,c1
assigned,a2,a2
assignment,b1,b1
assimilate,c1,c1
assimilated,c1,c1
assimilation,c1,c1
assimilative,c1,c1
assist,b1,b1
assistance,b2,b2
assistant,a2,a2
assistantship,b2,b2
assisted,a2,a2
assisting,a2,a2
assistive,b2,b2
assize,c2,c2
associate,b2,b2
associated,b2,b2
association,b2,b2
associational,b2,b2
associative,b2,b2
assonance,c1,c1
assorted,b1,b1
assortment,b1,b1
assuage,c1,c1
assume,b2,b2
assumed,b1,b1
assumption,b2,b2
assurance,b2,c1
assure,a2,b2
assured,b1,b1
assuredly,b2,b2
assyrian,c1,c1
aster,a2,a2
asterisk,a2,a2
asterism,c1,c1
astern,b2,b2
asteroid,b1,b1
asteroidal,c1,c1
asthma,b1,b1
asthmatic,b1,b1
astigmatism,b2,b2
astilbe,c2,c2
astir,b2,b2
astonish,b1,b1
astonished,b1,b1
astonishing,a2,b2
astonishingly,b2,b2
astonishment,b1,b1
astound,b2,b2
astounded,b2,b2
astounding,b2,b2
astoundingly,b2,b2
astragalus,c2,c2
astral,b2,b2
astray,a2,a2
astride,b2,b2
astringent,c1,c1
astrobiologist,c1,c1
astrobiology,c1,c1
astrocyte,c1,c1
astroimager,c2,c2
astrolabe,c1,c1
astrologer,b2,b2
astrological,b2,b2
astrology,b2,b2
astrometric,c1,c1
astrometry,c1,c1
astronaut,a2,a2
astronautical,c1,c1
astronautics,c1,c1
astronomer,b2,b2
astronomical,b2,b2
astronomically,c1,c1
astronomy,b2,b2
astrophotography,c1,c1
astrophysical,c1,c1
astrophysicist,c1,c1
astrophysics,c1,c1
astute,b2,b2
astutely,b2,b2
astuteness,c1,c1
asunder,b2,b2
asylum,b2,c1
asymmetric,b2,b2
asymmetrical,b2,b2
asymmetrically,c1,c1
asymmetry,c1,c1
asymptomatic,c1,c1
asymptotic,c1,c1
asymptotically,c2,c2
asynchronous,c1,c1
asynchronously,c1,c1
asynchrony,c1,c1
at,a1,a1
atavism,c1,c1
atavistic,c1,c1
ataxia,c1,c1
atelier,c1,c1
atemporal,c1,c1
atheism,b2,b2
atheist,b2,b2
atheistic,c1,c1
athenian,c1,c1
atherosclerosis,c1,c1
atherosclerotic,c1,c1
athlete,a1,a2
athletic,a2,a2
athletically,b2,b2
athleticism,b2,b2
athletics,a2,a2
atlantean,c1,c1
atlatl,c2,c2
atm,a2,a2
atman,c2,c2
atmosphere,b1,b1
atmospheric,b2,b2
atmospherics,c1,c1
atoll,b2,b2
atom,a2,a2
atomic,b1,b1
atomically,c1,c1
atomism,c1,c1
atomistic,c1,c1
atomization,c1,c1
atomize,c1,c1
atomized,c1,c1
atomizer,c1,c1
atonal,c1,c1
atonality,c1,c1
atone,b2,b2
atonement,b2,b2
atop,b1,b1
atopic,c1,c1
atorvastatin,c2,c2
atraumatic,c1,c1
atrazine,c2,c2
atresia,c1,c1
atrial,c1,c1
atrioventricular,c1,c1
atrium,c1,c1
atrocious,b2,b2
atrociously,b2,b2
atrocity,b2,c1
atrophic,c1,c1
atrophied,c1,c1
atrophy,c1,c1
atropine,c1,c1
attaboy,c2,c2
attach,b1,b1
attache,b2,b2
attached,a2,a2
attachment,a2,b2
attack,a2,a2
attacked,a2,a2
attacker,a2,a2
attacking,a2,a2
attain,b2,c1
attainable,b2,b2
attained,b2,b2
attainment,b2,b2
attar,c2,c2
attempt,b2,b2
attempted,a2,a2
attend,a2,a2
attendance,b2,c1
attendant,b1,b1
attended,a2,a2
attendee,b1,b1
attender,b1,b1
attending,a2,a2
attention,a2,a2
attentional,c1,c1
attentive,b1,b1
attentively,b2,b2
attentiveness,b2,b2
attenuate,c1,c1
attenuated,c1,c1
attenuation,c1,c1
attenuator,c1,c1
attest,c1,c1
attestation,c1,c1
attic,a2,a2
attire,b1,b1
attitude,b1,b1
attitudinal,c1,c1
attorney,b2,c1
attract,b1,b1
attractant,c1,c1
attracted,a2,a2
attracting,a2,a2
attraction,b1,b1
attractive,a2,a2
attractively,b2,b2
attractiveness,b2,b2
attractor,c1,c1
attributable,c1,c1
attribute,b2,c1
attribution,c1,c1
attributional,c1,c1
attrition,c1,c1
attune,c1,c1
attuned,c1,c1
attunement,c1,c1
atypical,c1,c1
atypically,c1,c1
aubergine,b1,b1
auction,a2,b2
auctioneer,b2,b2
audacious,c1,c1
audaciously,c1,c1
audacity,c1,c1
audibility,c1,c1
audible,b1,b1
audibly,b2,b2
audience,a2,a2
audio,b2,b2
audiobook,b1,b1
audiogram,c1,c1
audiologic,c1,c1
audiological,c1,c1
audiologist,c1,c1
audiology,c1,c1
audiometer,c1,c1
audiometric,c1,c1
audiometry,c1,c1
audiophile,c1,c1
audiotape,b1,b1
audit,b2,c1
audited,b2,b2
auditing,b2,b2
audition,a2,a2
auditor,b2,b2
auditorium,a2,a2
auditory,b1,b1
auger,b2,b2
aught,c2,c2
augment,c1,c1
augmentation,c1,c1
augmented,c1,c1
augur,c1,c1
augury,c1,c1
august,a1,a1
augustan,c2,c2
augustinian,c2,c2
aunt,a1,a1
aunty,a2,a2
aura,b2,b2
aural,c1,c1
aurally,c1,c1
aureus,c2,c2
auricle,c1,c1
auricular,c1,c1
auroral,c1,c1
auscultation,c1,c1
auspice,c1,c1
auspicious,b2,b2
auspiciously,c1,c1
austere,b2,b2
austerely,c1,c1
austerity,b2,b2
austral,b2,b2
australasian,b2,b2
australian,a2,a2
australopithecine,c1,c1
austrian,a2,a2
autarkic,c1,c1
auteur,c1,c1
auteurist,c2,c2
authentic,b2,c1
authentically,b2,b2
authenticate,b2,b2
authenticated,b2,b2
authentication,b2,b2
authenticity,b2,b2
author,a2,a2
authorial,c1,c1
authoritarian,b2,b2
authoritarianism,c1,c1
authoritative,b2,b2
authoritatively,c1,c1
authority,b1,b1
authorization,b2,b2
authorize,b2,c1
authorized,b2,b2
authorizing,c1,c1
authorship,b2,b2
autism,b2,b2
autistic,b2,b2
auto,b2,c1
autoantibody,c1,c1
autobahn,b2,b2
autobiographer,c1,c1
autobiographical,c1,c1
autobiographically,c2,c2
autobiography,b2,b2
autocephalous,c2,c2
autochthonous,c1,c1
autoclave,c1,c1
autocorrelation,c1,c1
autocracy,c1,c1
autocrat,c1,c1
autocratic,c1,c1
autodidact,c1,c1
autoerotic,c1,c1
autofocus,b2,b2
autogenic,c1,c1
autogenics,c2,c2
autograph,b2,b2
autographed,c1,c1
autoguider,c2,c2
autoimmune,c1,c1
autoimmunity,c1,c1
autoloader,c1,c1
autologous,c1,c1
automaker,b2,b2
automat,c1,c1
automate,b2,b2
automated,b2,b2
automatic,a2,b2
automatically,a2,b2
automaticity,c1,c1
automation,b2,b2
automatism,c1,c1
automaton,c1,c1
automobile,a2,a2
automotive,b2,b2
autonomic,c1,c1
autonomous,b2,b2
autonomously,c1,c1
autonomy,b2,c1
autopilot,b2,b2
autopsy,b2,b2
autoregressive,c2,c2
autosomal,c1,c1
autoworker,b2,b2
autumn,a1,a1
autumnal,b2,b2
auxiliary,b2,b2
avail,b1,b1
availability,b2,c1
available,a2,a2
avalanche,b1,b1
avarice,c1,c1
avaricious,c1,c1
avascular,c1,c1
avatar,b2,b2
avenge,b1,b1
avenger,b2,b2
avenging,c1,c1
aver,c1,c1
average,a2,b1
averaged,b2,b2
averageness,c1,c1
averse,b2,b2
aversion,b2,b2
aversive,c1,c1
avert,b1,b1
averted,b2,b2
avian,b2,b2
aviary,b2,b2
aviation,b2,b2
aviator,b2,b2
avid,b2,b2
avidity,c1,c1
avidly,c1,c1
avionics,c1,c1
avocado,a2,a2
avocation,c1,c1
avocational,c2,c2
avoid,a2,a2
avoidable,b2,b2
avoidance,b2,b2
avoided,b1,b1
avoider,c1,c1
avow,c1,c1
avowal,c1,c1
avowed,c1,c1
avowedly,c2,c2
avulsion,c1,c1
avuncular,c1,c1
aw,a1,a1
await,b2,c1
awaited,b1,b1
awaiting,b1,b1
awake,a1,a1
awaken,a2,a2
awakened,b1,b1
awakening,b1,b1
award,b1,b1
awarding,b2,b2
aware,a2,b1
awareness,a2,b2
awash,b2,b2
away,a1,a1
awe,b1,b1
awed,b2,b2
awesome,b2,b2
awesomely,c1,c1
awful,a2,a2
awfully,b2,b2
awfulness,c1,c1
awhile,a2,a2
awkward,b2,b2
awkwardly,b2,b2
awkwardness,b2,b2
awl,c1,c1
awning,b2,b2
awry,b2,b2
aww,a1,a1
ax,a2,a2
axe,a2,a2
axial,c1,c1
axially,c2,c2
axilla,c1,c1
axillary,c1,c1
axiological,c2,c2
axiom,c1,c1
axiomatic,c1,c1
axion,c2,c2
axis,b2,b2
axisymmetric,c2,c2
axle,b2,b2
axon,c1,c1
axonal,c1,c1
ay,a1,a1
aye,a2,a2
ayurvedic,c1,c1
azalea,b2,b2
azerbaijani,c1,c1
azeri,c1,c1
azimuth,c1,c1
azimuthal,c2,c2
azithromycin,c1,c1
aztec,b2,b2
azure,b2,b2
baathist,c2,c2
babbitt,c2,c2
babble,b2,b2
babbler,c1,c1
babbling,c1,c1
babesiosis,c1,c1
baboon,b2,b2
babushka,b2,b2
baby,a1,a1
babydoll,c1,c1
babyhood,b2,b2
babyish,b2,b2
babylonian,c1,c1
baccalaureate,c1,c1
baccarat,c1,c1
bacchanal,c1,c1
bacchanalia,c2,c2
bacchanalian,c2,c2
bachelor,a2,a2
bachelorette,a2,a2
bachelorhood,c1,c1
bacilli,c1,c1
bacillus,c1,c1
back,a1,b2
backache,a2,a2
backbeat,c1,c1
backbiting,c1,c1
backboard,b2,b2
backbone,b2,b2
backburner,b2,b2
backcountry,b2,b2
backcourt,c1,c1
backdate,c1,c1
backdating,c2,c2
backdoor,b2,b2
backdrop,b2,c1
backed,b1,b1
backer,b1,b1
backfield,b2,b2
backfill,b2,b2
backfire,b2,b2
backflip,b2,b2
backflow,b2,b2
backgammon,a2,a2
background,a1,a2
backgrounder,c1,c1
backhand,b1,b1
backhanded,b2,b2
backhoe,b2,b2
backing,b2,c1
backland,c1,c1
backlash,b2,b2
backless,b1,b1
backlight,b2,b2
backlighting,b2,b2
backlit,b2,b2
backlog,b2,b2
backlogged,b2,b2
backpack,a2,a2
backpacker,a2,a2
backpacking,a2,a2
backrest,b1,b1
backroom,b2,b2
backsaw,b2,b2
backscattered,c1,c1
backseat,b1,b1
backside,b1,b1
backslide,b2,b2
backsliding,b2,b2
backspin,b2,b2
backsplash,b2,b2
backstage,b1,b1
backstairs,b2,b2
backstop,b2,b2
backstory,b2,b2
backstreet,b1,b1
backstretch,b2,b2
backstroke,b1,b1
backswing,b2,b2
backtalk,b2,b2
backtrack,b2,b2
backtracking,b2,b2
backup,b2,c1
backward,a2,a2
backwardness,b2,b2
backwards,b1,b1
backwash,c1,c1
backwater,c1,c1
backyard,a2,a2
bacon,a1,a1
baconian,c2,c2
bacteremia,c1,c1
bacteria,a2,b2
bacterial,b2,b2
bactericidal,c1,c1
bacteriologic,c1,c1
bacteriological,c1,c1
bacteriologist,c1,c1
bacteriology,c1,c1
bacteriophage,c1,c1
bactrian,c1,c1
bad,a1,a1
baddie,b2,b2
badge,a2,b2
badger,b1,b1
badgering,b2,b2
badinage,c2,c2
badly,a2,a2
badminton,a2,a2
badness,a2,a2
baffle,b1,b1
baffled,b1,b1
bafflement,b2,b2
baffling,b2,b2
bag,a1,a1
bagasse,c2,c2
bagel,a2,a2
baggage,a2,a2
bagged,b1,b1
bagger,b1,b1
baggie,b1,b1
bagging,b1,b1
baggy,a2,a2
bagman,c1,c1
bagpipe,a2,a2
bagpiper,a2,a2
baguette,a2,a2
bah,a2,a2
bahai,b2,b2
bahamian,b2,b2
bahian,c1,c1
bahraini,c1,c1
baht,c1,c1
bail,b2,c1
bailiff,b2,b2
bailiwick,c1,c1
bailout,b2,b2
bairn,c2,c2
bait,b1,b1
baited,b1,b1
baiter,b2,b2
baiting,b2,b2
baize,c1,c1
bake,b1,b1
baked,b1,b1
baker,a1,a1
bakery,a2,a2
bakeshop,b1,b1
bakhtinian,c2,c2
baking,a2,a2
baklava,a2,a2
balaclava,b1,b1
balalaika,b2,b2
balance,a2,b1
balanced,a2,b2
